lyric,line,album,track_n,song_name
they are hoping to see me completely broken emotionally,21,Music To Be Murdered By,9,Leaving Heaven
but how in the fuck am i not supposed to be woke,22,Music To Be Murdered By,9,Leaving Heaven
when these fuckers just keep poking me? now,23,Music To Be Murdered By,9,Leaving Heaven
"i have been down, kicked",24,Music To Be Murdered By,9,Leaving Heaven
like around six thousand times since i was a kid,25,Music To Be Murdered By,9,Leaving Heaven
"as a child, picked on, clowned, been",26,Music To Be Murdered By,9,Leaving Heaven
countless times i have been outed,27,Music To Be Murdered By,9,Leaving Heaven
gotta remind myself of it every now and then (yeah),28,Music To Be Murdered By,9,Leaving Heaven
so the route i went self-empowerment,29,Music To Be Murdered By,9,Leaving Heaven
"in a hole, taught myself how to get out of it",30,Music To Be Murdered By,9,Leaving Heaven
"and balance it with talents, wit",31,Music To Be Murdered By,9,Leaving Heaven
'cause life is like a penny (life is like a penny),32,Music To Be Murdered By,9,Leaving Heaven
'cause it only one percent,33,Music To Be Murdered By,9,Leaving Heaven
who overcome the shit they have underwent,34,Music To Be Murdered By,9,Leaving Heaven
i went awol like what my back was up against,35,Music To Be Murdered By,9,Leaving Heaven
"do not tell me 'bout struggle, bitch, i lived it",36,Music To Be Murdered By,9,Leaving Heaven
i was five or six the first time i got my hind end kicked,37,Music To Be Murdered By,9,Leaving Heaven
"malcolm, isaac, and boogie jumped me and took my tricycle",38,Music To Be Murdered By,9,Leaving Heaven
"and i do not know if i would call that white privilege, yeah",39,Music To Be Murdered By,9,Leaving Heaven
"but i get it, how it feels to be judged by pigment",40,Music To Be Murdered By,9,Leaving Heaven
besides getting it from both sides of the tracks,41,Music To Be Murdered By,9,Leaving Heaven
but i swore i would get them back,42,Music To Be Murdered By,9,Leaving Heaven
even if it meant selling my soul to get my revenge and (what?),43,Music To Be Murdered By,9,Leaving Heaven
thought of a scheme and it got me to thinking,44,Music To Be Murdered By,9,Leaving Heaven
"if i can believe in myself, i could prolly achieve it",45,Music To Be Murdered By,9,Leaving Heaven
that’s part of the reason i do all my talking with ink,46,Music To Be Murdered By,9,Leaving Heaven
"and as long as i am breathing, i vow to smother and beat them",47,Music To Be Murdered By,9,Leaving Heaven
"my god, what a heart of a demon, go at them and i ama get even",48,Music To Be Murdered By,9,Leaving Heaven
"like i am in the garden of eden, i am 'bout to go off of the deep end",49,Music To Be Murdered By,9,Leaving Heaven
"this evil is calling, i am already seething and",50,Music To Be Murdered By,9,Leaving Heaven
"okay, so while macklemore was keeping his room nice and neat (yeah)",51,Music To Be Murdered By,9,Leaving Heaven
i was getting my ass beat twice a week (what?),52,Music To Be Murdered By,9,Leaving Heaven
looking for a place for the night where i could sleep (yeah),53,Music To Be Murdered By,9,Leaving Heaven
flippingsofa cushions over just tryingto see,54,Music To Be Murdered By,9,Leaving Heaven
if i could find some change and scrape up for a bite to eat,55,Music To Be Murdered By,9,Leaving Heaven
if denaun and me find a couple dimes a piece,56,Music To Be Murdered By,9,Leaving Heaven
twenty five cents each would get us a bag of chips,57,Music To Be Murdered By,9,Leaving Heaven
we would be glad to get that even we if we had to split,58,Music To Be Murdered By,9,Leaving Heaven
"we would do backward flips, looking back at it",59,Music To Be Murdered By,9,Leaving Heaven
i think that would fit with the definition of not having shit,60,Music To Be Murdered By,9,Leaving Heaven
couple that with the fact my mother was batshit,61,Music To Be Murdered By,9,Leaving Heaven
"pop was a sack of shit, yeah, he died, but i gave half a shit",62,Music To Be Murdered By,9,Leaving Heaven
"yeah, which brings me back to the dear 'ol dad that i zero had",63,Music To Be Murdered By,9,Leaving Heaven
"since a year-old, forty-seven year-old scab",64,Music To Be Murdered By,9,Leaving Heaven
"just to hear them words, ear piercing",65,Music To Be Murdered By,9,Leaving Heaven
like my earlobe stabbed with a needle for an earring,66,Music To Be Murdered By,9,Leaving Heaven
should i feel upset? you were dead to me 'fore you died,67,Music To Be Murdered By,9,Leaving Heaven
me? tear no shed,68,Music To Be Murdered By,9,Leaving Heaven
should i have made a mural at your funeral?,69,Music To Be Murdered By,9,Leaving Heaven
had your coffin draped with a hero flag?,70,Music To Be Murdered By,9,Leaving Heaven
where the fuck you were at,71,Music To Be Murdered By,9,Leaving Heaven
when de'angelo done hurt me real bad at the rio grande?,72,Music To Be Murdered By,9,Leaving Heaven
"never met your grandkids, fucking coward",73,Music To Be Murdered By,9,Leaving Heaven
only guts you had was from your stomach fat,74,Music To Be Murdered By,9,Leaving Heaven
i could not see your ass goingto heaven,75,Music To Be Murdered By,9,Leaving Heaven
so i am asking for a pass to go to hell,76,Music To Be Murdered By,9,Leaving Heaven
so i can whip your fucking ass,77,Music To Be Murdered By,9,Leaving Heaven
"i hate that i will never get to say ""i hate you"" to your face",78,Music To Be Murdered By,9,Leaving Heaven
no coming back from where i am going,79,Music To Be Murdered By,9,Leaving Heaven
"sky is dark, my soul is black, hand on the shovel",80,Music To Be Murdered By,9,Leaving Heaven
dig with the blade of it then i step on the metal,81,Music To Be Murdered By,9,Leaving Heaven
"vendetta to settle, tell the devil",82,Music To Be Murdered By,9,Leaving Heaven
i am leaving heaven (yeah),83,Music To Be Murdered By,9,Leaving Heaven
"i am leaving heaven (you know, i should dig your motherfucking ass up)",84,Music To Be Murdered By,9,Leaving Heaven
angels will not find me (just to spit in your fucking face),85,Music To Be Murdered By,9,Leaving Heaven
where i am going (holding my baby pictures up like you are proud of me),86,Music To Be Murdered By,9,Leaving Heaven
"i am leaving heaven (fuck you, bitch)",87,Music To Be Murdered By,9,Leaving Heaven
i am leaving heaven (you know what? maybe if i had had you),88,Music To Be Murdered By,9,Leaving Heaven
"angels will not find me (i would not have went through half the shit i went through, so i blame you)",89,Music To Be Murdered By,9,Leaving Heaven
"where i am going (or maybe i should say, ""thank you"")",90,Music To Be Murdered By,9,Leaving Heaven
"('cause i would not have been me, haha)",91,Music To Be Murdered By,9,Leaving Heaven
"so you better, you better run (yeah)",92,Music To Be Murdered By,9,Leaving Heaven
"you better, you better run (so i ama let it go now, rest in peace)",93,Music To Be Murdered By,9,Leaving Heaven
"you better, you better run (cocksucker, haha)",94,Music To Be Murdered By,9,Leaving Heaven
"you better, you better run (see you in hell)",95,Music To Be Murdered By,9,Leaving Heaven
better hope an ambulance is en route,1,Music To Be Murdered By,10,Yah Yah
papers are hand grenades soon as i pull the pin out,2,Music To Be Murdered By,10,Yah Yah
"i am the santa fe, mandalay and orlando and colorado and columbine",3,Music To Be Murdered By,10,Yah Yah
"all combined into one, i do not walk a line, bitch, i run",4,Music To Be Murdered By,10,Yah Yah
"'cause we do not got no time to waste, so come on denaun",5,Music To Be Murdered By,10,Yah Yah
"here come me, 5-to-9 and thought, da-dun, da-dun",6,Music To Be Murdered By,10,Yah Yah
then like a shotgun i am ready to cock it on them,7,Music To Be Murdered By,10,Yah Yah
leave these pussies stretched out like the octomom,8,Music To Be Murdered By,10,Yah Yah
never had no trouble keepingup with the times,9,Music To Be Murdered By,10,Yah Yah
"i just adapt to the climate, i treat it like my levi",10,Music To Be Murdered By,10,Yah Yah
"when they aint buttoned up right, i adjust on the fly",11,Music To Be Murdered By,10,Yah Yah
"middle fingers, put them high, that why they call it a bird",12,Music To Be Murdered By,10,Yah Yah
'cause you put it up in the sky,13,Music To Be Murdered By,10,Yah Yah
and i am like a spider crawlingup your spinal column,14,Music To Be Murdered By,10,Yah Yah
i am climbingall up the sides of the asylum wall,15,Music To Be Murdered By,10,Yah Yah
"and dive in a pile of tylenol, you are like a vagina problem",16,Music To Be Murdered By,10,Yah Yah
"to a diabolical gynecologist tryna ball a fist, i will",17,Music To Be Murdered By,10,Yah Yah
"fuck you, just buy me, double timing the rhyming",18,Music To Be Murdered By,10,Yah Yah
"i leave you stymied, that why they still vilify me like bill o areilly",19,Music To Be Murdered By,10,Yah Yah
i ama show you what i mean when they call me the harvey weinstein of 2019,20,Music To Be Murdered By,10,Yah Yah
"i am a conniving, when i am on the mic i ama standout",21,Music To Be Murdered By,10,Yah Yah
like a lime green wife beater with a knife out,22,Music To Be Murdered By,10,Yah Yah
"i am a sight to see, but you can see from the ring i am wearing",23,Music To Be Murdered By,10,Yah Yah
"me and this game, we got married already",24,Music To Be Murdered By,10,Yah Yah
"had the prenup ready, fucked on her, should have seen her belly",25,Music To Be Murdered By,10,Yah Yah
she barely was three months pregnant,26,Music To Be Murdered By,10,Yah Yah
"bitch had it, gave me a baby, we named it machine gun kelly",27,Music To Be Murdered By,10,Yah Yah
"now here to ll, big l and del",28,Music To Be Murdered By,10,Yah Yah
"k-solo, treach, and g rap",29,Music To Be Murdered By,10,Yah Yah
"dj polo, tony d, odb, moe dee, run-dmc",30,Music To Be Murdered By,10,Yah Yah
"ed o.g. , and epmd, d.o.c., ice-t, evil dee",31,Music To Be Murdered By,10,Yah Yah
"king tee, utfo, and schoolly d, pe, and bdp",32,Music To Be Murdered By,10,Yah Yah
"yz and chi-ali, rakim and eric b., they were like my therapy",33,Music To Be Murdered By,10,Yah Yah
"from b.i.g. and paris, three times dope, and some we will never see, and prt",34,Music To Be Murdered By,10,Yah Yah
"n.w.a and eazy-e, and d-r-e was like my gps",35,Music To Be Murdered By,10,Yah Yah
"without him, i do not know where i would be",36,Music To Be Murdered By,10,Yah Yah
get up,1,Music To Be Murdered By,11,Stepdad (Intro)
"dad, what?",2,Music To Be Murdered By,11,Stepdad (Intro)
"what would i fuckingtell you about turningoff the lights? (what, what? i did not do it)",3,Music To Be Murdered By,11,Stepdad (Intro)
"do not fuckinglie to me, i told you fuckingdo not touch, turn the fuckinglights off (stop, i did not do it)",4,Music To Be Murdered By,11,Stepdad (Intro)
"do not you fuckinglie, you little fucker (no, ah, ah)",5,Music To Be Murdered By,11,Stepdad (Intro)
do not you fuckinglie to me (stop),6,Music To Be Murdered By,11,Stepdad (Intro)
ayo,1,Music To Be Murdered By,12,Stepdad
(this a song about),2,Music To Be Murdered By,12,Stepdad
"my, my stepdad",3,Music To Be Murdered By,12,Stepdad
(let see if this ever happened to you),4,Music To Be Murdered By,12,Stepdad
"i, i hate",5,Music To Be Murdered By,12,Stepdad
"my, my stepdad",6,Music To Be Murdered By,12,Stepdad
one thing that sticks in my craw,7,Music To Be Murdered By,12,Stepdad
when i was six and i saw my stepfather hittingmy ma,8,Music To Be Murdered By,12,Stepdad
socked her right in her eyeball,9,Music To Be Murdered By,12,Stepdad
i am startingto think i am psychotic,10,Music To Be Murdered By,12,Stepdad
with all the pictures i draw of,11,Music To Be Murdered By,12,Stepdad
"shit that i have already witnessed, it’s probably twisted my thoughts",12,Music To Be Murdered By,12,Stepdad
all i can hear is drama with mom and him,13,Music To Be Murdered By,12,Stepdad
i can always hear them arguingdown the hallways,14,Music To Be Murdered By,12,Stepdad
the walls are thin so the noise is startingto feel like the norm,15,Music To Be Murdered By,12,Stepdad
"our dog pissed on the carpet, he stomped it so hard",16,Music To Be Murdered By,12,Stepdad
doctors had to put it down,17,Music To Be Murdered By,12,Stepdad
"he killed my chihuahua, this motherfucker!",18,Music To Be Murdered By,12,Stepdad
"i, i, hate",19,Music To Be Murdered By,12,Stepdad
"my, my stepdad (stepdad)",20,Music To Be Murdered By,12,Stepdad
"so tonight i am sayin', ""bye-bye stepdad"" (stepdad)",21,Music To Be Murdered By,12,Stepdad
"outside, i look like i am calm",22,Music To Be Murdered By,12,Stepdad
"inside, i am a tickingtime bomb",23,Music To Be Murdered By,12,Stepdad
"'cause of this motherfucker, who sticks his dick in my mom (my mom)",24,Music To Be Murdered By,12,Stepdad
"last night, he said i left the kitchen light on",25,Music To Be Murdered By,12,Stepdad
"but he walked in there this morning and purposely flipped it, i saw him",26,Music To Be Murdered By,12,Stepdad
"hickory switch to my bottom, i counted sixty-nine times",27,Music To Be Murdered By,12,Stepdad
"he swatted me with it, i would cry",28,Music To Be Murdered By,12,Stepdad
he just started hittingme harder,29,Music To Be Murdered By,12,Stepdad
"god, i wish i could just jaw him",30,Music To Be Murdered By,12,Stepdad
if i could get my weight up,31,Music To Be Murdered By,12,Stepdad
but i am just a second grader,32,Music To Be Murdered By,12,Stepdad
this prick is bigger than i am,33,Music To Be Murdered By,12,Stepdad
but i have been readingat school about this shit called liquid cyanide,34,Music To Be Murdered By,12,Stepdad
i am fantasizingat night when he sleepingat just the right time,35,Music To Be Murdered By,12,Stepdad
sneak up with a lethal injection,36,Music To Be Murdered By,12,Stepdad
and put him down like they did to my dog,37,Music To Be Murdered By,12,Stepdad
"i am talkingeuthanasia (euthanasia), like kids in taiwan",38,Music To Be Murdered By,12,Stepdad
this fuckingshit like saigon (saigon),39,Music To Be Murdered By,12,Stepdad
neighbors called police on him,40,Music To Be Murdered By,12,Stepdad
"so many battery charges, this dude like lithium-ion",41,Music To Be Murdered By,12,Stepdad
then mom and him let bygones (bygones),42,Music To Be Murdered By,12,Stepdad
just be bygones,43,Music To Be Murdered By,12,Stepdad
"so on eggshells, i walk and just try not to piss this guy off",44,Music To Be Murdered By,12,Stepdad
but this is why i...,45,Music To Be Murdered By,12,Stepdad
"i, i, hate",46,Music To Be Murdered By,12,Stepdad
"my, my stepdad (stepdad)",47,Music To Be Murdered By,12,Stepdad
"so tonight i am sayin', ""bye-bye stepdad"" (stepdad)",48,Music To Be Murdered By,12,Stepdad
"so this year, i am goinginto the fifth and i am tall",49,Music To Be Murdered By,12,Stepdad
"i am five foot six on my block, i am the toughest kid but i got",50,Music To Be Murdered By,12,Stepdad
way bigger fish to fry,51,Music To Be Murdered By,12,Stepdad
which is why i am tryingto get this bitch to fly off,52,Music To Be Murdered By,12,Stepdad
the handle and wait for the fist to fly to put this guy in a pine box,53,Music To Be Murdered By,12,Stepdad
he always lookingfor chaos but tonight i have cooked up a plan,54,Music To Be Murdered By,12,Stepdad
"so this christmas, i got some color books and some crayons",55,Music To Be Murdered By,12,Stepdad
"i am layingon the floor, in the living room with some friends colorin'",56,Music To Be Murdered By,12,Stepdad
"he walks by, kicks my arm and goes, ""oops"" and just laughs",57,Music To Be Murdered By,12,Stepdad
i yelled for mom (mom) and as she rushingto my defense,58,Music To Be Murdered By,12,Stepdad
"i stood up and said, ""fuck you, punk"" and i took off and ran",59,Music To Be Murdered By,12,Stepdad
"to my bedroom, as i fled",60,Music To Be Murdered By,12,Stepdad
knowingshit would hit the fan,61,Music To Be Murdered By,12,Stepdad
slammed the door and hid behind it with an aluminum bat,62,Music To Be Murdered By,12,Stepdad
he kicked it in,63,Music To Be Murdered By,12,Stepdad
i swung it hard as i could at his head,64,Music To Be Murdered By,12,Stepdad
"his noodle went splat, he fell right at the foot of my bed",65,Music To Be Murdered By,12,Stepdad
i am a little bit scared but my anger overtooken the fear,66,Music To Be Murdered By,12,Stepdad
i threw down the bat and just started whoopinghis ass,67,Music To Be Murdered By,12,Stepdad
"beat him with my bare hands, the big bad wolf aint so bad",68,Music To Be Murdered By,12,Stepdad
"""ding-dong,"" the pussy is dead, the bully finally gets his",69,Music To Be Murdered By,12,Stepdad
stomped him until he pissed enough to fill a two-liter with,70,Music To Be Murdered By,12,Stepdad
then buried him next to my dog,71,Music To Be Murdered By,12,Stepdad
"and if i go to juvie for this, i ama tell them",72,Music To Be Murdered By,12,Stepdad
"i, i, hate",73,Music To Be Murdered By,12,Stepdad
"my, my stepdad (stepdad)",74,Music To Be Murdered By,12,Stepdad
"so tonight i am sayin', ""bye-bye stepdad"" (stepdad)",75,Music To Be Murdered By,12,Stepdad
"'cause i, i, hate",76,Music To Be Murdered By,12,Stepdad
"my, my stepdad (stepdad)",77,Music To Be Murdered By,12,Stepdad
"so tonight i am sayin', ""bye-bye stepdad"" (stepdad)",78,Music To Be Murdered By,12,Stepdad
"my name is marsh and this world, i am out of it (out of it)",1,Music To Be Murdered By,13,Marsh
"'cause with all this a-b-c shit, i am starting to sound like alf a bit",2,Music To Be Murdered By,13,Marsh
"ha, i kill me, this medicine counterfeit",3,Music To Be Murdered By,13,Marsh
"i was mislead by the sound of it, how am i going to get turnt up on this valium shit? (yeah)",4,Music To Be Murdered By,13,Marsh
checked in at the royal garden,5,Music To Be Murdered By,13,Marsh
to chill and avoid my problems,6,Music To Be Murdered By,13,Marsh
until paranoia caused me,7,Music To Be Murdered By,13,Marsh
to feel like i am going bonkers,8,Music To Be Murdered By,13,Marsh
"for real, think my toilet talkin'",9,Music To Be Murdered By,13,Marsh
"i spilled like, like forty bottles",10,Music To Be Murdered By,13,Marsh
"of pills, think your boy is startin'",11,Music To Be Murdered By,13,Marsh
to feel like a spoiled carton of milk,12,Music To Be Murdered By,13,Marsh
'cause it just occurred,13,Music To Be Murdered By,13,Marsh
"my girl cheatin', i am kickingthat fucking bitch to the curb",14,Music To Be Murdered By,13,Marsh
"but the word ""fucking"" aint meant to be a descriptive word",15,Music To Be Murdered By,13,Marsh
"the type of bitch she is, aint no adjective, it a verb",16,Music To Be Murdered By,13,Marsh
ho thinks her snatch is magical,17,Music To Be Murdered By,13,Marsh
"but that how she attracts men, though",18,Music To Be Murdered By,13,Marsh
traps them and attack similar to an actual arachnid,19,Music To Be Murdered By,13,Marsh
or a vaginal tarantula or black widow,20,Music To Be Murdered By,13,Marsh
"in fact, it will be nothingto throw that lil' bitch with a capital b out the back window",21,Music To Be Murdered By,13,Marsh
of the black cadillac limo like a whack demo,22,Music To Be Murdered By,13,Marsh
"when i am strapped, when i spit rapid, like a ratchet",23,Music To Be Murdered By,13,Marsh
"a halfwit, i will aim at, then i will",24,Music To Be Murdered By,13,Marsh
"been fire bitch, i can outrap reynolds",25,Music To Be Murdered By,13,Marsh
"a pad and pen will be great, but a napkin will do",26,Music To Be Murdered By,13,Marsh
return of the whack sicko,27,Music To Be Murdered By,13,Marsh
head spinninglike invisibl skratch piklz,28,Music To Be Murdered By,13,Marsh
"yeah, shady back, see the bat signal",29,Music To Be Murdered By,13,Marsh
"it time to go bat shit, like you accidentally ate a louisville slugger and crapped it",30,Music To Be Murdered By,13,Marsh
i would like to introduce myself,31,Music To Be Murdered By,13,Marsh
"hi there, bitch...",32,Music To Be Murdered By,13,Marsh
"my name is marsh and, i am out this world (this world)",33,Music To Be Murdered By,13,Marsh
s on my chest (superman) like it plural (it lit),34,Music To Be Murdered By,13,Marsh
"call me extra, extraterrestrial",35,Music To Be Murdered By,13,Marsh
"extra, extra, extraterrestrial (skrrt, yeah)",36,Music To Be Murdered By,13,Marsh
"i could keep beefin', fuck is the point?",37,Music To Be Murdered By,13,Marsh
i could make it really difficult for motherfuckers to come to detroit,38,Music To Be Murdered By,13,Marsh
"if you are still looking for smoke, i already gave you an l",39,Music To Be Murdered By,13,Marsh
"i would rather just see you in hell, but i should get puff on the joint (diddy)",40,Music To Be Murdered By,13,Marsh
"wait, run it back, i said give you an l, inhale",41,Music To Be Murdered By,13,Marsh
"puff on the joint, i am the blunt you avoid",42,Music To Be Murdered By,13,Marsh
used to get jumped for my prowings,43,Music To Be Murdered By,13,Marsh
when i was growing up they said a slinky a wonderful toy,44,Music To Be Murdered By,13,Marsh
my mother thought i was such a fun little boy,45,Music To Be Murdered By,13,Marsh
"""oh, what a bundle of joy""",46,Music To Be Murdered By,13,Marsh
until the morning she suffered a punch in the groin,47,Music To Be Murdered By,13,Marsh
from a tantrum i was throwing,48,Music To Be Murdered By,13,Marsh
like a motherfuckingdisgruntled employee,49,Music To Be Murdered By,13,Marsh
i do not cut the beat 'til i fuckingdestroy it,50,Music To Be Murdered By,13,Marsh
"once i get going, rain, thunder, it storming",51,Music To Be Murdered By,13,Marsh
"puddles are forming, i hear somebody voice",52,Music To Be Murdered By,13,Marsh
"in my head, say it still a dream",53,Music To Be Murdered By,13,Marsh
then he said kill emcees,54,Music To Be Murdered By,13,Marsh
"trippie redd, with pills and lean",55,Music To Be Murdered By,13,Marsh
sipping meds in the limousine,56,Music To Be Murdered By,13,Marsh
"getting head, guillotine",57,Music To Be Murdered By,13,Marsh
"my name’s marsh and, i am out this world (this world)",58,Music To Be Murdered By,13,Marsh
s on my chest (superman) like it plural (it lit),59,Music To Be Murdered By,13,Marsh
"call me extra, extraterrestrial (yeah)",60,Music To Be Murdered By,13,Marsh
"extra, extra, extraterrestrial",61,Music To Be Murdered By,13,Marsh
yeah,62,Music To Be Murdered By,13,Marsh
so all of you all can just suck a penis (suck a penis),63,Music To Be Murdered By,13,Marsh
i will do the opposite (i will do the opposite),64,Music To Be Murdered By,13,Marsh
eat you pussies like cunnilingus (like cunnilingus),65,Music To Be Murdered By,13,Marsh
there aint no stoppingit (there aint no stoppingit),66,Music To Be Murdered By,13,Marsh
they say i am such a genius (they say i am such a genius),67,Music To Be Murdered By,13,Marsh
when that kamikaze hit (when that kamikaze hit),68,Music To Be Murdered By,13,Marsh
"now they call me ""butterfingers"" (they call me ""butterfingers"")",69,Music To Be Murdered By,13,Marsh
'cause i just keep droppingshit (i just keep droppingshit),70,Music To Be Murdered By,13,Marsh
"you want to butt heads? shut up, beavis, haha",71,Music To Be Murdered By,13,Marsh
i got your bitch with her butt out,72,Music To Be Murdered By,13,Marsh
i am hittinga lick 'cause she stickingher tongue out (bitch),73,Music To Be Murdered By,13,Marsh
"you got no hitters, you might be pitchinga shut out",74,Music To Be Murdered By,13,Marsh
she 'bout to give up the dugout (yeah),75,Music To Be Murdered By,13,Marsh
i should just live in a nuthouse,76,Music To Be Murdered By,13,Marsh
"right now, i live in an igloo (yeah)",77,Music To Be Murdered By,13,Marsh
and i am not chillingthe fuck out,78,Music To Be Murdered By,13,Marsh
"treat you like a stepparent, does to a stepchild with red hair and",79,Music To Be Murdered By,13,Marsh
"plus i get dough like ed sheeran, so call me the ginger bread man",80,Music To Be Murdered By,13,Marsh
"i am a stan of redman, x-clan and i am a treach fan",81,Music To Be Murdered By,13,Marsh
but i look up to myself (yeah),82,Music To Be Murdered By,13,Marsh
like a fucking headstand (yeah),83,Music To Be Murdered By,13,Marsh
"so why, w-w-why else would i call myself an alien?",84,Music To Be Murdered By,13,Marsh
"how could i hit a dry spell? (yeah), i am named after the wetlands",85,Music To Be Murdered By,13,Marsh
"i am marsh and, i am out this world (this world)",86,Music To Be Murdered By,13,Marsh
s on my chest (superman) like it plural (it lit),87,Music To Be Murdered By,13,Marsh
"call me extra, extraterrestrial (yeah)",88,Music To Be Murdered By,13,Marsh
"my name is marsh and, my name is, my name is",89,Music To Be Murdered By,13,Marsh
my name is marsh,90,Music To Be Murdered By,13,Marsh
"i could be with anybody, i choose you",1,Music To Be Murdered By,14,Never Love Again
"still, it no excuse to abuse you",2,Music To Be Murdered By,14,Never Love Again
"but no one knows what i am goingthrough, so i would use you",3,Music To Be Murdered By,14,Never Love Again
"to be truthful, i would not know what to do if i lose you",4,Music To Be Murdered By,14,Never Love Again
"so i refuse to, might have a screw loose and a fuse blew",5,Music To Be Murdered By,14,Never Love Again
but i think i might be buildingup a tolerance to you,6,Music To Be Murdered By,14,Never Love Again
"'cause one minute i am hollerin', ""screw you""",7,Music To Be Murdered By,14,Never Love Again
"next, i take it back, guess you can say i am tryna unscrew you",8,Music To Be Murdered By,14,Never Love Again
"but the shit about to pop off, yeah, i feel you up",9,Music To Be Murdered By,14,Never Love Again
then i got you totally open as soon as i take your top off,10,Music To Be Murdered By,14,Never Love Again
"you are so hard to resist, you knock my socks off",11,Music To Be Murdered By,14,Never Love Again
"my friends say you are bad for me, hogwash",12,Music To Be Murdered By,14,Never Love Again
i will never love again,13,Music To Be Murdered By,14,Never Love Again
the way i loved you,14,Music To Be Murdered By,14,Never Love Again
did you find someone new?,15,Music To Be Murdered By,14,Never Love Again
are you doingthis with them?,16,Music To Be Murdered By,14,Never Love Again
'cause i remember when,17,Music To Be Murdered By,14,Never Love Again
"still remember when you was mine, yeah",18,Music To Be Murdered By,14,Never Love Again
"we were inseparable at one time, yeah",19,Music To Be Murdered By,14,Never Love Again
"you know my love for you was undying, yeah",20,Music To Be Murdered By,14,Never Love Again
used to always have my back,21,Music To Be Murdered By,14,Never Love Again
some days it feels like you are all that i have,22,Music To Be Murdered By,14,Never Love Again
that why i am tryna hold onto you for as long as i can,23,Music To Be Murdered By,14,Never Love Again
and you just want me for my money so i got you wrapped all in saran,24,Music To Be Murdered By,14,Never Love Again
"damn, talk about eatingout the palm of my hand",25,Music To Be Murdered By,14,Never Love Again
but if not for my financials,26,Music To Be Murdered By,14,Never Love Again
"i would not have you anyways, there have been ample",27,Music To Be Murdered By,14,Never Love Again
"plenty days, where i am just in a daze and i cannot pull",28,Music To Be Murdered By,14,Never Love Again
myself up out this rut and you are so much of a handful,29,Music To Be Murdered By,14,Never Love Again
i can only take so much of you all at one time,30,Music To Be Murdered By,14,Never Love Again
because too much of you just too much to swallow sometimes,31,Music To Be Murdered By,14,Never Love Again
"gotta take you in doses, but when you are not at my side",32,Music To Be Murdered By,14,Never Love Again
"i shake in convulsions, separation anxiety 'cause we may be the closest",33,Music To Be Murdered By,14,Never Love Again
"yeah, baby, we hopeless, do not we make an atrocious",34,Music To Be Murdered By,14,Never Love Again
"combination? we know, it like playingwith explosives",35,Music To Be Murdered By,14,Never Love Again
"quite dangerous though, but my brain in hypnosis",36,Music To Be Murdered By,14,Never Love Again
such a wide range of emotions,37,Music To Be Murdered By,14,Never Love Again
"migraines, but why the fuck am i takingthese motrins?",38,Music To Be Murdered By,14,Never Love Again
"ibuprofens, like a drop of rain in the ocean",39,Music To Be Murdered By,14,Never Love Again
and you are my fix on the days when i am broken,40,Music To Be Murdered By,14,Never Love Again
"but the shit about to go sideways, i just know it",41,Music To Be Murdered By,14,Never Love Again
i will never love again,42,Music To Be Murdered By,14,Never Love Again
the way i loved you,43,Music To Be Murdered By,14,Never Love Again
did you find someone new?,44,Music To Be Murdered By,14,Never Love Again
are you doingthis with them?,45,Music To Be Murdered By,14,Never Love Again
'cause i remember when,46,Music To Be Murdered By,14,Never Love Again
"still remember when you was mine, yeah",47,Music To Be Murdered By,14,Never Love Again
"we were inseparable at one time, yeah",48,Music To Be Murdered By,14,Never Love Again
"you know my love for you was undying, yeah",49,Music To Be Murdered By,14,Never Love Again
used to always have my back,50,Music To Be Murdered By,14,Never Love Again
so i spiral downwardly 'cause i am too cowardly to leave you,51,Music To Be Murdered By,14,Never Love Again
"head is clouded in a fallacy, but in reality",52,Music To Be Murdered By,14,Never Love Again
somehow it seems like when i lay me down to sleep i am counting sheep,53,Music To Be Murdered By,14,Never Love Again
you are bound to creep,54,Music To Be Murdered By,14,Never Love Again
"'cause every time i turn around, you keep runningout on me",55,Music To Be Murdered By,14,Never Love Again
"you are my xanax and my valium, i am an addict, you are a downer",56,Music To Be Murdered By,14,Never Love Again
"you are my habit, it like i found you in the cabinet",57,Music To Be Murdered By,14,Never Love Again
but it like i cannot uncap it 'cause it childproof,58,Music To Be Murdered By,14,Never Love Again
a scoundrel and fiend how i feel around you,59,Music To Be Murdered By,14,Never Love Again
"awful, every time i lost you, felt like i had you in my pocket",60,Music To Be Murdered By,14,Never Love Again
"now i am flippingover the furniture, punchingholes in the walls through",61,Music To Be Murdered By,14,Never Love Again
everything that we have gone through,62,Music To Be Murdered By,14,Never Love Again
how many times you have fucked me,63,Music To Be Murdered By,14,Never Love Again
but the way it felt for me to be on top when i was on you,64,Music To Be Murdered By,14,Never Love Again
"swore my fealty, but word to g.o.d",65,Music To Be Murdered By,14,Never Love Again
"i thought you loved me, bitch, you tried to kill me, i am getting off you",66,Music To Be Murdered By,14,Never Love Again
"quit callingfor me, hard proof how i respond to",67,Music To Be Murdered By,14,Never Love Again
the ambien and tylenols too,68,Music To Be Murdered By,14,Never Love Again
fuck all you,69,Music To Be Murdered By,14,Never Love Again
fuckingbitch,70,Music To Be Murdered By,14,Never Love Again
we are done,71,Music To Be Murdered By,14,Never Love Again
"call this evil intent, like me in a limo (yeah)",1,Music To Be Murdered By,15,Little Engine
like the shade in these windows,2,Music To Be Murdered By,15,Little Engine
